family,page,strategy,epsilon,seed,iter,generated,valid_n,bypassed_n,num_clusters,retries,rules_added,num_rules,num_hard,block_after_pct_byp,added_fp_pct,uniqueness_pct,attack_in_tokens,attack_out_tokens,defense_in_tokens,defense_out_tokens,rule_eval_s
SQLi,login,PP,,1,0,46,38,33,0,0,12,12,0,100.0,0.00,12.1,2367,339,107135,9061,56.64
SQLi,login,PP,,2,0,50,44,40,0,0,11,11,0,100.0,0.00,27.5,2367,364,130900,11270,54.99
SQLi,login,PP,,3,0,46,34,31,0,0,6,6,0,100.0,0.00,19.4,2367,349,114522,9530,32.99
SQLi,login,PP,,4,0,48,34,28,0,0,6,6,0,100.0,0.00,14.3,2367,365,101705,9287,30.82
SQLi,login,PP,,5,0,50,34,27,0,0,4,4,0,100.0,0.00,33.3,2367,406,102670,8381,24.54
SQLi,login,PP,,6,0,47,43,39,0,0,8,8,0,100.0,0.00,7.7,2367,354,141329,12756,45.17
SQLi,login,PP,,7,0,47,42,39,0,0,11,11,0,100.0,0.00,25.6,2367,385,133598,11183,61.92
SQLi,login,PP,,8,0,48,39,34,0,0,13,13,0,100.0,0.00,38.2,2367,396,107852,8844,69.02
SQLi,login,PP,,9,0,45,34,29,0,0,12,12,0,100.0,0.00,24.1,2367,341,98974,9383,61.44
SQLi,login,PP,,10,0,42,31,27,0,0,12,12,0,100.0,0.05,18.5,2367,344,83376,7338,58.74
SQLi,login,CG,0.3,1,0,44,41,37,1,3,1,1,33,10.8,0.55,10.8,2367,336,3765,267,12.23
SQLi,login,CG,0.3,1,1,50,40,37,4,2,2,3,0,100.0,0.55,37.8,3465,482,2357,180,19.35
SQLi,login,CG,0.3,2,0,49,36,26,2,3,1,1,20,23.1,0.00,26.9,2367,357,3785,284,13.43
SQLi,login,CG,0.3,2,1,50,47,47,4,1,1,2,0,100.0,0.00,29.8,3120,462,1262,101,10.13
SQLi,login,CG,0.3,3,0,46,40,38,2,2,2,2,0,100.0,0.00,18.4,2367,357,2475,185,19.50
SQLi,login,CG,0.3,4,0,47,36,31,2,3,2,2,0,100.0,0.00,35.5,2367,344,3780,300,17.70
SQLi,login,CG,0.3,5,0,46,37,31,3,9,1,1,25,19.4,0.00,9.7,2367,369,10916,902,20.18
SQLi,login,CG,0.3,5,1,50,45,45,4,3,1,2,0,100.0,0.00,24.4,3309,508,4051,275,15.90
SQLi,login,CG,0.3,6,0,47,33,28,2,6,1,1,22,21.4,0.55,21.4,2367,359,7228,590,17.10
SQLi,login,CG,0.3,6,1,50,39,33,5,5,1,2,0,100.0,0.55,66.7,3201,500,6254,644,16.64
SQLi,login,CG,0.3,7,0,43,32,27,1,3,1,1,24,11.1,0.55,7.4,2367,328,3775,312,13.70
SQLi,login,CG,0.3,7,1,50,45,45,3,9,0,1,45,0.0,0.55,15.6,3228,502,10914,864,13.89
SQLi,login,CG,0.3,7,2,50,21,18,2,6,0,1,18,0.0,0.55,66.7,4203,636,7731,621,12.02
SQLi,login,CG,0.3,7,3,51,41,39,12,36,0,1,39,0.0,0.55,76.9,3375,737,42408,3365,48.04
SQLi,login,CG,0.3,7,4,50,50,50,10,9,1,2,0,100.0,0.55,80.0,4584,805,11208,897,20.91
SQLi,login,CG,0.3,8,0,51,35,28,1,3,1,1,25,10.7,0.55,14.3,2367,376,3804,264,13.38
SQLi,login,CG,0.3,8,1,50,31,31,2,6,0,1,31,0.0,0.55,16.1,3327,509,7499,579,11.51
SQLi,login,CG,0.3,8,2,50,45,44,2,2,2,3,0,100.0,0.55,22.7,3726,521,2357,198,18.94
SQLi,login,CG,0.3,9,0,48,30,25,1,3,1,1,17,32.0,0.00,28.0,2367,385,3790,280,12.63
SQLi,login,CG,0.3,9,1,51,41,41,4,1,1,2,0,100.0,0.00,31.7,3060,517,1283,91,10.34
SQLi,login,CG,0.3,10,0,44,38,34,2,3,1,1,19,44.1,0.55,14.7,2367,313,3753,311,17.34
SQLi,login,CG,0.3,10,1,50,46,44,2,1,1,2,0,100.0,0.55,9.1,3066,439,1263,95,12.82
SQLi,search,PP,,1,0,49,49,48,0,0,40,40,0,100.0,0.55,0.0,2487,1977,94018,10531,198.32
SQLi,search,PP,,2,0,50,43,43,0,0,35,35,0,100.0,0.55,2.3,2487,1815,104051,11997,171.10
SQLi,search,PP,,3,0,61,38,38,0,0,26,26,0,100.0,0.55,5.3,2487,2095,103852,11996,131.30
SQLi,search,PP,,4,0,50,49,48,0,0,33,33,0,100.0,0.55,6.2,2487,1867,138366,16053,165.56
SQLi,search,PP,,5,0,50,46,45,0,0,33,33,0,100.0,0.55,20.0,2487,1864,121171,13756,163.89
SQLi,search,PP,,6,0,50,50,49,0,0,37,37,0,100.0,0.55,44.9,2487,1931,113059,12988,186.38
SQLi,search,PP,,7,0,51,49,49,0,0,39,39,0,100.0,0.55,2.0,2487,1989,111371,12763,190.16
SQLi,search,PP,,8,0,51,48,48,0,0,25,25,0,100.0,0.55,14.6,2487,2074,141673,14045,125.03
SQLi,search,PP,,9,0,50,46,46,0,0,30,30,0,100.0,0.55,15.2,2487,1778,125608,12649,152.58
SQLi,search,PP,,10,0,61,47,45,0,0,29,29,0,100.0,0.55,8.9,2487,2026,126377,12826,147.61
SQLi,search,CG,0.3,1,0,55,42,42,3,1,1,1,0,100.0,0.00,21.4,2487,1712,1684,122,12.07
SQLi,search,CG,0.3,2,0,51,47,47,2,1,1,1,0,100.0,0.00,19.1,2487,1813,1663,138,11.43
SQLi,search,CG,0.3,3,0,50,48,48,2,1,1,1,0,100.0,0.00,14.6,2487,1648,1624,117,12.14
SQLi,search,CG,0.3,4,0,50,49,48,1,2,2,2,0,100.0,0.00,14.6,2487,1946,2978,244,16.92
SQLi,search,CG,0.3,5,0,50,49,48,6,1,1,1,0,100.0,0.00,20.8,2487,1890,1713,124,12.81
SQLi,search,CG,0.3,6,0,49,47,46,1,2,2,2,0,100.0,0.00,8.7,2487,1948,2819,237,17.59
SQLi,search,CG,0.3,6,2,50,45,1,1,1,1,3,0,100.0,0.55,100.0,2586,1959,1094,101,11.86
SQLi,search,CG,0.3,7,0,50,46,45,2,1,1,1,0,100.0,0.00,17.8,2487,1954,1707,122,7.96
SQLi,search,CG,0.3,8,0,50,50,49,2,1,1,1,0,100.0,0.00,20.4,2487,1772,1640,138,11.71
SQLi,search,CG,0.3,9,0,50,50,50,2,1,1,1,0,100.0,0.00,10.0,2487,1688,1675,123,11.82
SQLi,search,CG,0.3,10,0,50,45,45,5,1,1,1,0,100.0,0.00,20.0,2487,2008,1719,120,11.71
SQLi,product,PP,,1,0,50,42,41,0,0,21,21,0,100.0,0.55,24.4,2448,1900,125464,13479,112.04
SQLi,product,PP,,2,0,50,48,47,0,0,19,19,0,100.0,0.55,4.3,2448,1846,147038,14929,99.63
SQLi,product,PP,,3,0,52,48,46,0,0,23,23,0,100.0,0.55,15.2,2448,2064,151988,16150,119.56
SQLi,product,PP,,4,0,50,46,46,0,0,23,23,0,100.0,0.55,4.3,2448,2002,146526,15708,127.93
SQLi,product,PP,,5,0,50,43,43,0,0,15,15,0,100.0,0.55,2.3,2448,2019,141423,14972,78.35
SQLi,product,PP,,6,0,49,47,45,0,0,18,18,0,100.0,0.55,4.4,2448,2083,152713,15995,92.37
SQLi,product,PP,,7,0,50,49,49,0,0,29,29,0,100.0,0.55,12.2,2448,2109,131603,14144,147.35
SQLi,product,PP,,8,0,50,49,47,0,0,19,19,0,100.0,0.55,6.4,2448,2094,149055,15350,97.01
SQLi,product,PP,,9,0,50,45,44,0,0,22,22,0,100.0,0.55,15.9,2448,1994,145647,15401,111.62
SQLi,product,PP,,10,0,49,39,37,0,0,10,10,0,100.0,0.55,13.5,2448,2044,129521,13360,54.37
SQLi,product,CG,0.3,1,0,50,40,39,4,2,2,2,0,100.0,0.00,25.6,2448,1859,2804,241,11.11
SQLi,product,CG,0.3,2,0,50,48,48,2,1,1,1,0,100.0,0.00,4.2,2448,1868,1668,120,11.79
SQLi,product,CG,0.3,3,0,50,39,36,6,1,1,1,0,100.0,0.00,22.2,2448,2021,1700,138,11.84
SQLi,product,CG,0.3,4,0,50,47,47,2,1,1,1,0,100.0,0.00,21.3,2448,2000,1332,120,11.13
SQLi,product,CG,0.3,5,0,50,45,44,3,1,1,1,0,100.0,0.00,11.4,2448,2061,1733,122,11.84
SQLi,product,CG,0.3,6,0,49,42,42,3,1,1,1,0,100.0,0.00,16.7,2448,2008,1726,124,11.33
SQLi,product,CG,0.3,7,0,50,40,40,2,1,1,1,0,100.0,0.00,12.5,2448,2161,1759,124,11.59
SQLi,product,CG,0.3,8,0,50,43,42,7,1,1,1,0,100.0,0.00,21.4,2448,2105,1764,136,11.18
SQLi,product,CG,0.3,9,0,50,46,44,2,1,1,1,0,100.0,0.00,9.1,2448,2293,1794,133,11.65
SQLi,product,CG,0.3,10,0,50,40,39,3,2,2,2,0,100.0,0.00,23.1,2448,2179,2916,245,17.13
SQLi,product,CG,0.3,10,3,50,47,0,0,,0,2,0,100.0,0.00,0.0,2544,1410,0,0,5.65
SQLi,filter,PP,,1,0,48,48,48,0,0,34,34,0,100.0,0.55,0.0,2403,1841,142809,13605,171.29
SQLi,filter,PP,,2,0,49,47,45,0,0,26,26,0,100.0,0.00,6.7,2403,1866,137761,12885,133.29
SQLi,filter,PP,,3,0,49,48,48,0,0,34,34,0,100.0,0.00,6.2,2403,1868,146870,13736,174.64
SQLi,filter,PP,,3,2,50,44,22,0,0,0,34,22,0.0,0.00,40.9,2823,2001,89930,8175,8.05
SQLi,filter,PP,,3,3,50,41,29,0,0,1,35,0,100.0,0.00,48.3,5166,2171,118832,10810,14.42
SQLi,filter,PP,,4,0,48,45,40,0,0,29,29,0,100.0,0.00,0.0,2403,1875,115956,11028,144.80
SQLi,filter,PP,,4,2,50,43,20,0,0,0,29,20,0.0,0.00,5.0,2487,1386,81127,7506,8.55
SQLi,filter,PP,,4,3,50,43,23,0,0,0,29,23,0.0,0.00,17.4,4128,1456,93260,8523,8.70
SQLi,filter,PP,,4,4,50,44,42,0,0,0,29,42,0.0,0.00,21.4,4470,1461,170371,15705,13.24
SQLi,filter,PP,,4,5,50,44,43,0,0,0,29,43,0.0,0.00,16.3,6159,1508,174590,15897,13.88
SQLi,filter,PP,,4,6,50,45,45,0,0,0,29,45,0.0,0.00,20.0,6465,1556,182785,16653,15.01
SQLi,filter,PP,,4,7,50,48,48,0,0,0,29,48,0.0,0.00,18.8,6843,1622,195094,17763,15.96
SQLi,filter,PP,,4,8,50,50,46,0,0,0,29,46,0.0,0.00,10.9,7320,1626,187023,17003,16.22
SQLi,filter,PP,,4,9,50,42,36,0,0,0,29,36,0.0,0.00,2.8,7158,1622,146365,13336,13.12
SQLi,filter,PP,,4,10,50,46,46,0,0,0,29,46,0.0,0.00,4.3,6093,1607,186936,16970,17.02
SQLi,filter,PP,,5,0,48,47,47,0,0,28,28,1,97.9,0.00,17.0,2403,1922,154520,14408,143.99
SQLi,filter,PP,,5,1,50,47,24,0,0,0,28,24,0.0,0.00,20.8,2541,1800,97907,9020,11.52
SQLi,filter,PP,,5,2,50,46,46,0,0,1,29,0,100.0,0.55,6.5,5016,1860,185033,17149,21.78
SQLi,filter,PP,,6,0,49,42,41,0,0,25,25,0,100.0,0.00,4.9,2403,2166,123246,11746,129.61
SQLi,filter,PP,,6,2,50,43,1,0,0,0,25,1,0.0,0.00,100.0,2514,2106,4166,450,3.64
SQLi,filter,PP,,6,3,50,41,3,0,0,0,25,3,0.0,0.00,33.3,2508,1880,12491,1346,4.16
SQLi,filter,PP,,6,4,50,39,10,0,0,0,25,10,0.0,0.00,10.0,2754,2038,41305,4439,5.86
SQLi,filter,PP,,6,5,50,50,35,0,0,3,28,0,100.0,0.55,5.7,3585,2014,138528,14124,31.04
SQLi,filter,PP,,6,8,50,43,1,0,0,0,28,1,0.0,0.55,100.0,2574,2336,4196,432,3.31
SQLi,filter,PP,,6,9,50,37,0,0,0,0,28,0,100.0,0.55,0.0,2583,1975,0,0,2.64
SQLi,filter,PP,,6,11,50,43,1,0,0,0,28,1,0.0,0.55,100.0,2550,2032,4092,362,2.56
SQLi,filter,PP,,6,12,50,40,0,0,0,0,28,0,100.0,0.55,0.0,2550,1644,0,0,2.98
SQLi,filter,PP,,6,14,50,43,14,0,0,0,28,14,0.0,0.55,7.1,3612,2853,58299,5689,8.70
SQLi,filter,PP,,7,0,50,46,46,0,0,30,30,0,100.0,0.00,10.9,2403,1711,142843,13346,159.87
SQLi,filter,PP,,7,3,50,45,42,0,0,0,30,42,0.0,0.00,2.4,2508,1639,171104,16012,15.66
SQLi,filter,PP,,7,4,50,47,31,0,0,0,30,31,0.0,0.00,19.4,6669,1890,126668,11924,13.24
SQLi,filter,PP,,7,5,50,46,45,0,0,1,31,0,100.0,0.55,13.3,5841,1811,180912,16770,24.30
SQLi,filter,PP,,8,0,50,48,47,0,0,31,31,0,100.0,0.55,4.3,2403,1932,145942,13752,164.36
SQLi,filter,PP,,9,0,49,46,43,0,0,35,35,0,100.0,0.55,2.3,2403,1845,124989,11846,184.39
SQLi,filter,PP,,10,0,50,45,44,0,0,28,28,2,95.5,0.00,0.0,2403,1975,132530,12528,148.71
SQLi,filter,PP,,10,1,50,40,34,0,0,1,29,0,100.0,0.05,23.5,2622,1916,136104,12635,20.16
SQLi,filter,CG,0.3,1,0,50,48,48,2,1,1,1,0,100.0,0.00,4.2,2403,1872,1658,122,13.25
SQLi,filter,CG,0.3,2,0,50,48,45,1,1,1,1,0,100.0,0.00,2.2,2403,1938,1696,117,10.54
SQLi,filter,CG,0.3,3,0,50,48,48,1,1,1,1,0,100.0,0.00,8.3,2403,1892,1678,120,11.61
SQLi,filter,CG,0.3,4,0,48,38,37,1,1,1,1,0,100.0,0.00,5.4,2403,1955,1676,124,11.84
SQLi,filter,CG,0.3,5,0,50,49,48,2,1,1,1,0,100.0,0.00,0.0,2403,1879,1672,120,11.90
SQLi,filter,CG,0.3,6,0,50,44,43,1,1,1,1,0,100.0,0.00,0.0,2403,1863,1673,120,11.71
SQLi,filter,CG,0.3,7,0,50,46,46,1,1,1,1,0,100.0,0.00,2.2,2403,1886,1667,124,11.70
SQLi,filter,CG,0.3,8,0,53,43,42,1,1,1,1,0,100.0,0.00,9.5,2403,1942,1678,124,12.36
SQLi,filter,CG,0.3,9,0,47,37,37,1,1,1,1,0,100.0,0.00,5.4,2403,1881,1679,122,11.67
SQLi,filter,CG,0.3,10,0,49,47,46,1,1,1,1,0,100.0,0.00,0.0,2403,1907,1694,118,13.45
XSS,search,PP,,1,0,46,40,16,0,0,16,16,0,100.0,0.00,68.8,1485,687,25994,2712,58.83
XSS,search,PP,,2,0,48,30,16,0,0,15,15,0,100.0,0.00,37.5,1485,710,29850,3157,50.20
XSS,search,PP,,3,0,49,19,8,0,0,8,8,0,100.0,0.00,50.0,1485,788,12980,1400,27.79
XSS,search,PP,,4,0,47,36,18,0,0,17,17,0,100.0,0.00,44.4,1485,731,33100,3468,58.45
XSS,search,PP,,5,0,48,38,14,0,0,13,13,0,100.0,0.00,50.0,1485,721,28524,3042,48.62
XSS,search,PP,,6,0,52,26,10,0,0,10,10,0,100.0,0.00,40.0,1485,955,16237,1684,34.32
XSS,search,PP,,7,0,48,23,8,0,0,7,7,0,100.0,0.00,50.0,1485,720,16846,1777,27.70
XSS,search,PP,,8,0,46,35,17,0,0,17,17,0,100.0,0.00,64.7,1485,651,27573,2924,57.68
XSS,search,PP,,9,0,50,24,14,0,0,13,13,0,100.0,0.00,57.1,1485,803,26566,2802,45.05
XSS,search,PP,,10,0,47,35,19,0,0,18,18,0,100.0,0.00,36.8,1485,910,34673,3646,66.95
XSS,search,CG,0.3,1,0,48,40,22,9,2,1,1,0,100.0,0.00,22.7,1485,750,3751,310,4.55
XSS,search,CG,0.3,2,0,43,40,24,9,2,2,2,0,100.0,0.00,41.7,1485,643,3416,362,15.13
XSS,search,CG,0.3,3,0,45,32,14,8,4,2,2,0,100.0,0.00,35.7,1485,835,7173,874,16.56
XSS,search,CG,0.3,4,0,47,25,12,6,4,2,2,0,100.0,0.00,50.0,1485,694,7155,1083,17.16
XSS,search,CG,0.3,5,0,50,15,6,6,2,1,1,0,100.0,0.00,100.0,1485,792,3467,356,10.14
XSS,search,CG,0.3,6,0,49,39,15,6,2,1,1,0,100.0,0.00,40.0,1485,809,3817,575,11.07
XSS,search,CG,0.3,6,2,49,31,10,1,1,1,2,0,100.0,0.00,40.0,1257,675,1832,143,8.00
XSS,search,CG,0.3,7,0,47,32,10,5,3,1,1,1,90.0,0.00,80.0,1485,744,5450,606,11.23
XSS,search,CG,0.3,7,1,49,33,10,3,2,1,2,0,100.0,0.00,20.0,1269,953,3555,358,10.41
XSS,search,CG,0.3,8,0,46,27,11,4,2,1,1,0,100.0,0.00,36.4,1485,827,3481,267,10.38
XSS,search,CG,0.3,8,3,50,30,2,2,1,1,2,0,100.0,0.00,100.0,1491,831,1700,257,8.98
XSS,search,CG,0.3,9,0,44,32,20,10,1,1,1,0,100.0,0.00,50.0,1485,678,1855,203,7.88
XSS,search,CG,0.3,10,0,49,25,11,7,3,2,2,0,100.0,0.00,81.8,1485,732,5254,462,16.14
XSS,calc,PP,,1,0,50,23,8,0,0,8,8,0,100.0,0.00,100.0,1440,702,14781,1532,28.88
XSS,calc,PP,,2,0,68,25,7,0,0,7,7,0,100.0,0.00,71.4,1440,965,11336,1264,26.72
XSS,calc,PP,,3,0,50,25,12,0,0,12,12,0,100.0,0.00,83.3,1440,655,19446,2069,41.51
XSS,calc,PP,,4,0,48,17,7,0,0,7,7,0,100.0,0.00,100.0,1440,716,11340,1276,24.97
XSS,calc,PP,,5,0,49,15,5,0,0,5,5,0,100.0,0.00,100.0,1440,755,8116,875,18.27
XSS,calc,PP,,6,0,51,25,12,0,0,9,9,0,100.0,0.00,83.3,1440,831,30675,2837,33.50
XSS,calc,PP,,7,0,50,9,8,0,0,8,8,0,100.0,0.00,75.0,1440,804,12965,1473,27.79
XSS,calc,PP,,8,0,50,15,8,0,0,7,7,0,100.0,0.00,100.0,1440,729,16879,1934,25.31
XSS,calc,PP,,9,0,49,7,3,0,0,3,3,0,100.0,0.00,100.0,1440,1165,4860,454,12.00
XSS,calc,PP,,10,0,46,15,4,0,0,4,4,0,100.0,0.00,100.0,1440,876,6613,690,17.08
XSS,calc,CG,0.3,1,0,48,11,3,3,1,1,1,0,100.0,0.00,100.0,1440,820,1701,256,12.27
XSS,calc,CG,0.3,1,3,48,19,2,2,1,1,2,0,100.0,0.00,100.0,1266,643,1693,106,7.60
XSS,calc,CG,0.3,2,0,51,18,4,4,1,1,1,0,100.0,0.00,100.0,1440,800,1713,262,8.95
XSS,calc,CG,0.3,2,3,50,19,12,4,3,2,3,0,100.0,0.00,50.0,1344,583,5430,448,13.75
XSS,calc,CG,0.3,3,0,56,23,10,6,1,1,1,0,100.0,0.00,80.0,1440,781,1699,188,9.04
XSS,calc,CG,0.3,3,2,47,31,3,1,2,2,3,0,100.0,0.00,33.3,1266,580,3409,252,11.63
XSS,calc,CG,0.3,4,0,51,27,12,7,3,2,2,0,100.0,0.00,66.7,1440,791,5305,565,13.58
XSS,calc,CG,0.3,5,0,49,12,4,3,3,2,2,0,100.0,0.00,100.0,1440,719,5245,2338,14.88
XSS,calc,CG,0.3,6,0,47,7,2,2,1,1,1,0,100.0,0.00,100.0,1440,1011,1698,206,7.90
XSS,calc,CG,0.3,7,0,50,21,6,5,3,1,1,0,100.0,0.00,66.7,1440,818,5455,705,14.63
XSS,calc,CG,0.3,8,0,49,15,9,8,2,2,2,0,100.0,0.00,100.0,1440,954,3426,347,14.72
XSS,calc,CG,0.3,8,2,49,20,7,1,1,1,3,0,100.0,0.00,28.6,1272,597,1768,149,8.19
XSS,calc,CG,0.3,8,6,50,25,0,0,4,0,3,0,100.0,0.00,0.0,1290,617,0,0,2.71
XSS,calc,CG,0.3,8,8,50,18,0,0,,0,3,0,100.0,0.00,0.0,1281,1285,0,0,2.71
XSS,calc,CG,0.3,8,10,51,33,7,2,,1,4,0,100.0,0.00,42.9,1524,914,7427,1053,14.96
XSS,calc,CG,0.3,9,0,48,12,7,6,1,1,1,4,42.9,0.00,71.4,1440,785,1697,269,12.90
XSS,calc,CG,0.3,9,1,48,13,1,1,2,1,2,0,100.0,0.00,100.0,1398,787,3561,475,11.37
XSS,calc,CG,0.3,10,0,51,21,5,3,1,1,1,0,100.0,0.00,60.0,1440,881,1711,194,9.38
XSS,calc,CG,0.3,10,2,50,14,5,4,2,1,2,0,100.0,0.00,60.0,1293,711,3487,269,10.16
SQLi,login,CG,0.1,1,0,49,37,32,20,9,1,1,0,100.0,0.55,18.8,2367,347,10683,896,8.00
SQLi,login,CG,0.1,2,0,46,35,33,20,57,1,1,31,6.1,0.55,21.2,2367,394,65647,5690,15.46
SQLi,login,CG,0.1,2,1,49,27,25,17,2,1,2,0,100.0,0.55,36.0,3546,527,2390,180,6.89
SQLi,login,CG,0.1,3,0,47,39,33,22,16,2,2,0,100.0,0.55,27.3,2367,328,18266,1517,14.01
SQLi,login,CG,0.1,4,0,49,31,26,15,16,2,2,0,100.0,0.55,23.1,2367,392,18432,1521,14.24
SQLi,login,CG,0.1,5,0,47,34,29,13,1,1,1,0,100.0,0.00,13.8,2367,324,1085,88,6.75
SQLi,login,CG,0.1,6,0,46,32,27,11,13,2,2,3,88.9,0.55,11.1,2367,330,15074,1256,12.91
SQLi,login,CG,0.1,6,1,50,41,7,7,21,0,2,7,0.0,0.55,28.6,2655,465,24058,2056,5.77
SQLi,login,CG,0.1,6,2,50,30,19,19,57,0,2,19,0.0,0.55,42.1,2787,484,65377,5498,11.80
SQLi,login,CG,0.1,6,3,50,41,26,24,72,0,2,26,0.0,0.55,42.3,3234,560,82764,6876,14.56
SQLi,login,CG,0.1,6,4,50,45,40,39,45,1,3,0,100.0,0.55,75.0,3579,675,51843,4310,14.70
SQLi,login,CG,0.1,7,0,49,37,31,19,1,1,1,0,100.0,0.00,32.3,2367,345,1111,88,7.58
SQLi,login,CG,0.1,8,0,50,39,36,27,2,2,2,0,100.0,0.00,30.6,2367,358,2295,180,12.71
SQLi,login,CG,0.1,9,0,42,30,27,15,7,2,2,0,100.0,0.55,18.5,2367,302,7965,674,12.02
